id,Event,Site,Date,White,Black,Result,BlackElo,ECO,WhiteElo,WhiteWon,BlackWon
387164,Novi Sad ol (Men),Novi Sad,1990,"Benotman, Abu E Ali","Damha, R.",0-1,,C89,,0,1
387655,Novi Sad ol (Women),Novi Sad,1990,"Abbou, Meriem","Elzagheir, Z.",1-0,,C89,,1,0
388228,Novi Sad ol (Men),Novi Sad,1990,"Antunes, Antonio","Sokolov, Ivan",1/2-1/2,2550,C89,2450,0,0
388780,Novi Sad ol (Men),Novi Sad,1990,"Liying, Patrick","Figueroa, C.",1-0,,C89,,1,0
389478,Novi Sad ol (Women),Novi Sad,1990,"Abbou, Meriem","Gambiza, N.",1-0,,C89,,1,0
390020,Novi Sad ol (Women),Novi Sad,1990,"Palamarek, Dianna","Johns Putra, Geraldine",1/2-1/2,2005,C89,2030,0,0
390651,Novi Sad ol (Women),Novi Sad,1990,"Madl, Ildiko",Phan Huynh Bang Ngan,1-0,,C89,2375,1,0
391505,Novi Sad ol (Men),Novi Sad,1990,"Al Ghasra, Ali","Damha, R.",1-0,,C89,,1,0
391903,Novi Sad ol (Men),Novi Sad,1990,Liang Jinrong,"Blatny, Pavel",1/2-1/2,2510,C89,2445,0,0
392471,Novi Sad ol (Women),Novi Sad,1990,"Cardose, S.","Gambiza, N.",1-0,,C89,,1,0
393267,Nuremberg op,Nuremberg,1990,"Orlowski, T.","Graef, Steffen",1/2-1/2,,C89,,0,0
393742,Oakham,Oakham,1990,"Schlosser, Michael","Adams, Michael",0-1,2555,C89,2340,0,1
394294,RLPF-chC,Polch,1990,"Adams, Nick A","Matriciani, Ruediger",1/2-1/2,1630,C89,1835,0,0
394920,RLPF-chC,Polch,1990,"Pax, Horst","Matriciani, Ruediger",1-0,1835,C89,2100,1,0
395425,Porz op24,Porz,1990,"Michels, G.","Bohne, A.",0-1,,C89,,0,1
395774,Reykjavik Summit,Reykjavik,1990,"Sokolov, Andrei","Hellers, Ferdinand",1-0,2525,C89,2585,1,0
396750,Reykjavik op,Reykjavik,1990,"Benjamin, Joel","Howell, James C",1-0,2450,C89,2530,1,0
397361,Reykjavik op,Reykjavik,1990,"Ernst, Thomas","Geller, Efim P",1-0,2515,C89,2440,1,0
397927,Wch U20,Santiago,1990,"Moutousis, Konstantinos","Mitkov, Nikola",1/2-1/2,2330,C89,2390,0,0
398449,Sas van Gent,Sas van Gent,1990,Strizjak,Boutin,1-0,,C89,,1,0
399272,Sevilla op,Sevilla,1990,"Llera, J.","Garcia, Jo",1/2-1/2,,C89,,0,0
400087,UKR-ch,Simferopol,1990,"Kruppa, Yuri","Ginsburg, Gennadij",1/2-1/2,2280,C89,2405,0,0
400759,Wch U16,Singapore,1990,"Rupasinghe, S.","Forster, Richard",1/2-1/2,,C89,,0,0
401194,Hungaroil,Siofok,1990,"Horvath, Jozsef","Fogarasi, Tibor",1/2-1/2,2400,C89,2540,0,0
401698,BUL-FRA m,Sofia,1990,"Georgiev, Krum","Boudy, Julio",1/2-1/2,2305,C89,2455,0,0
402068,Tatran Cup,Stary Smokovec,1990,"Salai, Ladislav","Pavlovic, Milos",1/2-1/2,2465,C89,2450,0,0
402630,Toulouse op,Toulouse,1990,"Manuel, F.","Pytel, Martin",0-1,,C89,,0,1
403066,Trnava op,Trnava,1990,"Lukac, Roman","Pavlovic, Martin",1/2-1/2,2420,C89,,0,0
403638,USA-chT Amateur,USA,1990,"Campbell, Tom","Dillinger, D.",0-1,,C89,,0,1
404061,Val Thorens op,Val Thorens,1990,"Jurkovic, Ante","Pein, Malcolm",1-0,2420,C89,2365,1,0
404955,Vrnjacka Banja,Vrnjacka Banja,1990,"Moutousis, Konstantinos","Pavlovic, Milos",0-1,2420,C89,2390,0,1
405674,Vrnjacka Banja,Vrnjacka Banja,1990,"Moutousis, Konstantinos","Sokolov, Ivan",0-1,2550,C89,2390,0,1
406204,Vrnjacka Banja,Vrnjacka Banja,1990,"Todorovic, Goran M","Pavlovic, Milos",0-1,2420,C89,2415,0,1
406761,Hoogovens,Wijk aan Zee,1990,"Anand, Viswanathan","Nunn, John DM",0-1,2600,C89,2555,0,1
407426,Xanthi,Xanthi,1990,"Georgiev, Krum","Moutousis, Konstantinos",1/2-1/2,2390,C89,2455,0,0
408105,EU-ch U20,Aalborg,1991,"Zjukin, Sergei","Van Gisbergen, Stan",1/2-1/2,2280,C89,,0,0
408771,Wch Seniors,Bad Woerishofen,1991,"Csoergeoe, Adalbert","Moomoo, S.",0-1,,C89,,0,1
409405,Bad Woerishofen op,Bad Woerishofen,1991,"Howell, James C","Pirrot, Dieter",0-1,2325,C89,2455,0,1
409963,JUG-ch,Banja Vrucica,1991,"Sprecic, Mustafa","Marjanov, Zika",1/2-1/2,2260,C89,2380,0,0
410711,Beersheba-B,Beersheba,1991,"Gofshtein, Leonid D","Shahal, Nir",0-1,2200,C89,2440,0,1
411284,Belgrade Invest,Belgrade,1991,"Ljubojevic, Ljubomir","Nikolic, Predrag",1/2-1/2,2625,C89,2600,0,0
411869,Biel op,Biel,1991,"Kindermann, Stefan","Steinbacher, Matthias",1-0,2360,C89,2500,1,0
412352,Biel op,Biel,1991,"Kindermann, Stefan","Blatny, Pavel",0-1,2480,C89,2500,0,1
412997,Brno Morava-A,Brno,1991,"Polgar, Judit","Murshed, Niaz",1-0,2510,C89,2550,1,0
413500,Cacak-B,Cacak,1991,"Obrenovic, D.","Horak, Ivan",0-1,,C89,,0,1
414173,Catania op,Catania,1991,"Cappellani, Vincenzo","Lagumina, Giulio",0-1,2265,C89,,0,1
414711,Capablanca mem,Cienfuegos,1991,"Rodriguez, Amador","Arencibia, Walter",0-1,2560,C89,2500,0,1
415490,Capablanca mem,Cienfuegos,1991,"Antunes, Antonio","Murshed, Niaz",0-1,2510,C89,2460,0,1
416120,Copenhagen Unibank,Copenhagen,1991,"Luther, Thomas","Brinck Claussen, Bjorn",1-0,2390,C89,2495,1,0
416702,Copenhagen op,Copenhagen,1991,"Norgaard, Jesper","Brinck Claussen, Bjorn",0-1,2415,C89,2305,0,1
417308,Cordoba op,Cordoba,1991,"Cruz Gomez, R.","Martinez, Lourdes",1-0,,C89,,1,0
417863,DEN-ch,DEN,1991,"Nielsen, Peter Heine","Brinck Claussen, Bjorn",1/2-1/2,2415,C89,2365,0,0
418242,Dortmund-A,Dortmund,1991,"Kindermann, Stefan","Nunn, John DM",1-0,2600,C89,2515,1,0
419031,Dortmund-A,Dortmund,1991,"Smagin, Sergey","Nunn, John DM",1-0,2600,C89,2550,1,0
419550,Telecom op,Dublin,1991,"Ryan, Joseph","Griffiths, P.",1-0,,C89,,1,0
420369,Festuge op,Festuge,1991,"Almasi, Zoltan","Kjeldsen, Jens",1-0,2305,C89,2340,1,0
421109,FIN-chT,FIN,1991,"Holmsten, Aleksei","Ketonen, Juha",1-0,,C89,,1,0
421724,FRA-chT,FRA,1991,"Adams, Michael","Hebden, Mark",1-0,2475,C89,2600,1,0
422428,Peer Gynt,Gausdal,1991,"Hermansson, Emil","Westerinen, Heikki MJ",0-1,2420,C89,2310,0,1
423126,Bundesliga 9091,Germany,1991,"Unzicker, Wolfgang","Nunn, John DM",1/2-1/2,2600,C89,2480,0,0
423889,Bundesliga 9091,Germany,1991,"Schoeneberg, Manfred","Pirrot, Dieter",1-0,2355,C89,2295,1,0
424362,BL2-W9091,Germany,1991,"Fleck, Juergen","Westerinen, Heikki MJ",1/2-1/2,2410,C89,2385,0,0
425119,NRW-Liga I 9091,Germany,1991,"Schmitz, Thorsten","Deppe, Arne",1/2-1/2,,C89,,0,0
425778,Regionalliga NordS,Germany,1991,"Ingmann, Volker","Zellner, Richard",0-1,,C89,,0,1
426371,Giessen op,Giessen,1991,"Wehbrink, C.","Kleinschmidt, Felix",0-1,,C89,,0,1
426847,Guernsey op,Guernsey,1991,"Gregg, Alan Michael","Haldane, RW.",1-0,2000,C89,,1,0
427421,Gyor-J,Gyor,1991,"Kovacs, Istvan","Stevanovic, Igor",0-1,,C89,2280,0,1
428055,Hallsberg op,Hallsberg,1991,"Wikner, Arvid","Jonsson, M.",1-0,,C89,,1,0
428666,Hamburg SKA,Hamburg,1991,"Wahls, Matthias","Khalifman, Alexander",1/2-1/2,2640,C89,2560,0,0
429244,RLPF-op,Hauenstein,1991,"Rindchen, Volker","Deiner, Achim",0-1,,C89,,0,1
429714,RLPF-op,Hauenstein,1991,"Scherer, F.","Rheinwalt, T.",0-1,,C89,,0,1
430237,Helsingborg-A,Helsingborg,1991,"Moberg, Karl Johan","Sandstrom, Ludvig",1/2-1/2,2225,C89,2200,0,0
431129,Helsingborg-B,Helsingborg,1991,"Jonsson, M.","Storaas, Jan Thomas",1-0,2240,C89,2200,1,0
431888,Helsingborg-A,Helsingborg,1991,"Fridh, Anton","Sandstrom, Ludvig",0-1,2225,C89,2235,0,1
432619,Oberschwaben ch-B,Jedesheim,1991,"Rector, D.","Rothmund, J.",0-1,,C89,,0,1
432973,Kankaanpaa op,Kankaanpaa,1991,"Salomaki, E.","Perho, Aki",1/2-1/2,,C89,,0,0
433696,Krumbach op,Krumbach,1991,"Schlenker, Jochen","Kempter, Ronald",1/2-1/2,,C89,2245,0,0
434457,Leningrad op,Leningrad,1991,"Kruppa, Yuri","Novik, Maxim",0-1,2415,C89,2480,0,1
435113,Linares,Linares,1991,"Kamsky, Gata","Ivanchuk, Vassily",0-1,2695,C89,2640,0,1
435903,Linares,Linares,1991,"Timman, Jan H","Ivanchuk, Vassily",1/2-1/2,2695,C89,2630,0,0
436372,ESP-ch,Lleida,1991,"De la Villa Garcia, Jesus Maria","Pablo Marin, Alejandro",1-0,2340,C89,2470,1,0
437147,USA-op Los Angeles,Los Angeles,1991,"Gomez Baillo, Jorge H","Escalante, Rafael",0-1,2205,C89,2435,0,1
437719,USA-op Los Angeles,Los Angeles,1991,"Morgan, Matthew","Smolensky, R.",0-1,,C89,2335,0,1
438277,USA-op Los Angeles,Los Angeles,1991,"Birmingham, Eric","Bond, T.",0-1,,C89,2335,0,1
439060,USA-ch m,Los Angeles,1991,"Benjamin, Joel","Kamsky, Gata",0-1,2595,C89,2540,0,1
440123,Malaga op,Malaga,1991,"Rodriguez, Amador","Rubio Doblas, Ricardo",1-0,,C89,2530,1,0
440717,Wch U20,Mamaia,1991,"Barcenilla, Rogelio","Mitkov, Nikola",1-0,2490,C89,2450,1,0
441485,Wch U20,Mamaia,1991,"Barcenilla, Rogelio","Van Gisbergen, Stan",0-1,2295,C89,2450,0,1
442383,Wch U16,Mamaia,1991,"Almasi, Zoltan","Lehner, Oliver",1/2-1/2,,C89,2340,0,0
443190,Wch U20,Mamaia,1991,"Cela, Altin","Van Gisbergen, Stan",0-1,2295,C89,,0,1
443813,Wch U20,Mamaia,1991,"Stefansson, Hannes","Pedzich, Dominik",1/2-1/2,2385,C89,2470,0,0
444464,Wch U10,Mamaia,1991,"Riff, Jean Noel","Zumtobel, Thomas",1/2-1/2,,C89,,0,0
445175,Manila op,Manila,1991,"Botoy, D.",Xu Jun,1-0,2530,C89,,1,0
445905,Manzanillo,Manzanillo,1991,"Armas, Jorge","Gonzales, JA.",1/2-1/2,2320,C89,2400,0,0
446246,AUS-ch,Melbourne,1991,"Hay, Trevor","Sztern, Abraham",1-0,2225,C89,2340,1,0
446748,Meudon op,Meudon,1991,"Colin, A.","Bergez, Luc",0-1,,C89,,0,1
447486,Russian Winter op,Moscow,1991,"Yagupov, Igor","Purgin, Nikolaj",0-1,2340,C89,2405,0,1
448229,Moscow Veterans,Moscow,1991,"Unzicker, Wolfgang","Geller, Efim P",1/2-1/2,2525,C89,2480,0,0
448668,New York op,New York,1991,"Ortega, Anthony","Romanenko, Ivan",1-0,,C89,2300,1,0
449578,Manhattan op,New York,1991,"Cooke, Eric","Zamora, Jorge",0-1,,C89,,0,1
450294,Oberwart op,Oberwart,1991,"Kotz, Heinz Peter","Mitkov, Nikola",1-0,2490,C89,,1,0
451222,POL-ch (Women),POL,1991,"Dabrowska, Krystyna","Slabek, Agnieszka",1-0,2165,C89,2185,1,0
451875,POL-ch (Women),POL,1991,"Slabek, Agnieszka","Kurlenda, Alicja",1-0,2125,C89,2165,1,0
452988,POL-ch (Women),POL,1991,"Slabek, Agnieszka","Bukowska, Katarzyna",1/2-1/2,2100,C89,2165,0,0
453735,Prague Viktoria-B,Prague,1991,"Brdicko, Petr","Illetsko, Jaroslav",1/2-1/2,2255,C89,2280,0,0
454093,San Benedetto op,San Benedetto,1991,"Abdul Malek, Z.","Di Giugno, Franco",0-1,,C89,,0,1
454527,San Fernando op,San Fernando,1991,"Vasquez, Rodrigo","Granda Zuniga, Julio E",0-1,2550,C89,2460,0,1
455081,San Sebastian op,San Sebastian,1991,"Polgar, Sofia","Rodriguez, Cesar",0-1,,C89,2425,0,1
455695,Sheffield op,Sheffield,1991,"Walker, C.","James, Russel",1-0,,C89,,1,0
456300,Sheffield op,Sheffield,1991,"Britton, Richard","Hague, Ben",1-0,,C89,2260,1,0
456874,SLO-ch,SLO,1991,"Prelog, S.","Lorbek, Richard",0-1,,C89,,0,1
457288,SLO-ch,SLO,1991,"Kodric, Martin","Roskar, Robert",1-0,,C89,,1,0
457848,St Ingbert op,St Ingbert,1991,"Bukal, Vladimir Jr","Rieke, Theo",1-0,2235,C89,2070,1,0
458318,Terrassa,Terrassa,1991,"Ivanchuk, Vassily","Adams, Michael",0-1,2600,C89,2695,0,1
458984,Teteven op,Teteven,1991,"Krivoshiyski, Asen","Dimitrov, Ognyan",0-1,,C89,,0,1
459449,Tilburg,Tilburg,1991,"Karpov, Anatoly","Short, Nigel D",1/2-1/2,2660,C89,2730,0,0
460115,Tilburg,Tilburg,1991,"Timman, Jan H","Short, Nigel D",1/2-1/2,2660,C89,2630,0,0
460996,Torcy op,Torcy,1991,"Georgiev, Krum","Kaidanov, Grigory S",1/2-1/2,2540,C89,2480,0,0
461774,RL-ch,Trier,1991,"Wieder, Heiner","Reth, I.",1-0,,C89,,1,0
462346,RL-ch,Trier,1991,"Derlich, Manfred","Mueller, Gg",1/2-1/2,,C89,,0,0
462854,RL-op,Trier,1991,"Mattern, Markus","Matriciani, Ruediger",0-1,,C89,,0,1
463406,Turku op,Turku,1991,"Jaderholm, Bo","Heino, Juha",0-1,,C89,,0,1
464014,Armed Forces-ch,USA,1991,"Hampel, R.","Langreck, John",0-1,2040,C89,2135,0,1
464752,Villa Ballester op,Villa Ballester,1991,"Spata, Rafael","Menendez, Daniel",0-1,2290,C89,,0,1
465286,URS-sf,Voronezh,1991,"Zakharov, Valentin M","Purgin, Nikolaj",1-0,2340,C89,,1,0
465951,Vrnjacka Banja,Vrnjacka Banja,1991,"Topalov, Veselin","Mitkov, Nikola",1/2-1/2,2370,C89,2455,0,0
466384,Vrnjacka Banja,Vrnjacka Banja,1991,"Velimirovic, Dragoljub","Tosic, Miroslav",1-0,2455,C89,2520,1,0
466937,Vrnjacka Banja,Vrnjacka Banja,1991,"Velimirovic, Dragoljub","Hebden, Mark",0-1,2475,C89,2520,0,1
467758,Wiesbaden op,Wiesbaden,1991,"Domanski, Markus","Troltenier, Dirk",0-1,2250,C89,,0,1
468308,Hoogovens,Wijk aan Zee,1991,"Adams, Michael","Sokolov, Ivan",0-1,2570,C89,2600,0,1
468966,Hoogovens,Wijk aan Zee,1991,"Nunn, John DM","Sokolov, Ivan",1-0,2570,C89,2600,1,0
469618,Aalborg op,Aalborg,1992,"Pedersen, Svend","Nohr, Finn",1/2-1/2,,C89,2220,0,0
470158,Aarhus op2,Aarhus,1992,"Kock, Peter","Pedersen, Nicolai Vesterbaek",0-1,,C89,,0,1
470597,Auckland,Auckland,1992,"Noble, Mark Frederick","Sarfati, Jonathan D",0-1,2305,C89,2320,0,1
471195,Wch Seniors,Bad Woerishofen,1992,"Meinhardt, E.","Fels, Karl Heinz",0-1,,C89,,0,1
471978,Beijing,Beijing,1992,Liang Jinrong,"Barcenilla, Rogelio",1/2-1/2,2475,C89,2480,0,0
473202,BEL-chB,BEL,1992,"Caluwe, M.","Huesmann, Thomas",1/2-1/2,2225,C89,,0,0
473695,Belgrade IKO,Belgrade,1992,"Popovic, Petar","Pavlovic, Milos",1/2-1/2,2450,C89,2535,0,0
474230,Bled op,Bled,1992,"Savon, Vladimir A","Pavasovic, Dusko",1-0,,C89,2440,1,0
474685,SWE-ch,Borlange,1992,"Hermansson, Emil","Jonsson, M.",1/2-1/2,,C89,2315,0,0
475621,Multicoop op,Budapest,1992,"Vallini, A.","Cluyts, M.",0-1,,C89,,0,1
476470,Eurodata,Budapest,1992,"Kindermann, Stefan","Lukacs, Peter",1/2-1/2,2455,C89,2505,0,0
477088,Wch U20,Buenos Aires,1992,"Favaro, Edmar F","Waters, Michael",1-0,2110,C89,2295,1,0
477712,Grand Prix I,Buenos Aires,1992,"Gomez, Adalberto","Arrieta, Hector",1/2-1/2,,C89,2325,0,0
478195,Traffic op,Buenos Aires,1992,"Hernandez Penna, Sabina","Ramis, Jorge",1/2-1/2,,C89,,0,0
478917,BUL-ch,BUL,1992,"Donchev, Dimitar I","Topalov, Veselin",1/2-1/2,2460,C89,2520,0,0
479515,Canada zt,Canada,1992,"Gentes, Kevin","Hartman, Brian",0-1,2370,C89,2285,0,1
480081,Cebu,Cebu,1992,"Barcenilla, Rogelio","Murshed, Niaz",1/2-1/2,2505,C89,2465,0,0
480449,Chalkidiki,Chalkidiki,1992,"Kotronias, Vasilios","Adams, Michael",0-1,2560,C89,2560,0,1
480887,Corsico op,Corsico,1992,"Larghi, R.","Morando, E.",0-1,,C89,,0,1
481356,USA-op,Dearborn,1992,"Gelman, Charles L","Langreck, John",1/2-1/2,2245,C89,,0,0
481865,EU-chT (Men),Debrecen,1992,"Tatai, Stefano","Berzinsh, Roland",1/2-1/2,2390,C89,2410,0,0
482479,EU-chT (Men),Debrecen,1992,"Ernst, Thomas","Sokolov, Ivan",1/2-1/2,2630,C89,2535,0,0
483082,EU-chT (Men),Debrecen,1992,"Piket, Jeroen","Blatny, Pavel",1/2-1/2,2480,C89,2615,0,0
483778,Dortmund,Dortmund,1992,"Anand, Viswanathan","Kamsky, Gata",1/2-1/2,2655,C89,2670,0,0
484636,Dresden op,Dresden,1992,"Guenther, Anetta","Leisering, Eckhart",0-1,,C89,2030,0,1
485262,Dresden op,Dresden,1992,"Pallova, Martina","Leisering, Eckhart",0-1,,C89,,0,1
485908,Wch U12 Girls,Duisburg,1992,"Miron, Liat","Collins, Danielle",0-1,,C89,,0,1
486363,Wch U12,Duisburg,1992,"Elouraoui, M.","Cordero Romero, I.",0-1,,C89,,0,1
487069,Wch U18,Duisburg,1992,"Pitterson, J.","David, Edwin",1/2-1/2,2365,C89,,0,0
487821,Wch U12 Girls,Duisburg,1992,"Sorokina, Anastasia","Hurtovaja, N.",1-0,,C89,,1,0
489193,Elenite,Elenite,1992,"Kotronias, Vasilios","Sokolov, Ivan",0-1,2625,C89,2550,0,1
490753,Forli op,Forli,1992,"Wagman, Stuart","Lagumina, Giulio",0-1,2250,C89,2215,0,1
491316,Arnold Cup,Gausdal,1992,"Ernst, Thomas","Wegner, Hannu",1-0,2365,C89,2570,1,0
491839,Gausdal Int,Gausdal,1992,"Svensk, Ingemar","Thorhallsson, Gylfi",1-0,2285,C89,2265,1,0
492453,BL2-N9192,Germany,1992,"Hetey, Laszlo","Ciornei, Dragos",1-0,,C89,,1,0
493237,BL9192 (Women),Germany,1992,"Braennstroem, Sabine","Van de Haar, R.",1-0,,C89,,1,0
493759,BL2-W9192,Germany,1992,"Troltenier, Dirk","Luetke, Jens",0-1,2335,C89,2300,0,1
494664,BL2-S9192,Germany,1992,"Haba, Petr","Pirrot, Dieter",1-0,2380,C89,2515,1,0
495208,Germany op,Germany,1992,"Kropp, Jurgen","Jacobsen, Uwe",0-1,,C89,,0,1
495836,Hessen qual,Germany,1992,"Meier, Wolfgang","Hoehne, Volkmar",1/2-1/2,,C89,,0,0
496303,Hamburg op,Hamburg,1992,"Anka, Emil","Von Buelow, Georg",0-1,,C89,2370,0,1
496998,Hamburg op,Hamburg,1992,"Birken, Philipp","Kersten, M.",0-1,,C89,,0,1
497385,FIN-ch,Helsinki,1992,"Ebeling, Mika","Westerinen, Heikki MJ",1-0,2430,C89,2345,1,0
498281,Helsinki op,Helsinki,1992,"Henriksson, Christer","Yurtaev, Leonid",0-1,2540,C89,2355,0,1
498862,FIN-ch,Helsinki,1992,"Ebeling, Mika","Norri, Joose",1-0,2395,C89,2345,1,0
499381,Helsinki op,Helsinki,1992,"Frolov, Artur","Yurtaev, Leonid",1-0,2540,C89,2510,1,0
500079,Oberliga Hessen,Hessen,1992,"Heidl, Guenther","Kleinschmidt, Felix",1-0,,C89,2400,1,0
500659,HUN-chT,HUN,1992,"Somlai, Laszlo","Borocz, Istvan",1-0,2225,C89,2375,1,0
501246,IRL-op,IRL,1992,"Fitzpatrick, C.","O'Connor, E.",1/2-1/2,,C89,,0,0
501787,IRL-op,IRL,1992,"Greer, Kieran","Hurley, John",0-1,,C89,,0,1
502333,IRL-ch,IRL,1992,"Ryan, Joseph","Moynihan, Kieran",1/2-1/2,,C89,2300,0,0
503026,Javea,Javea,1992,"Bevia, Luis Martinez","Caruana Font, Rafael",1-0,2345,C89,2255,1,0
503585,Kecskemet3,Kecskemet,1992,"Szalanczy, Emil","Nielsen, Peter Heine",1-0,2425,C89,2420,1,0
504179,Kuala Lumpur op,Kuala Lumpur,1992,"Cooper, David",Mok Tze Meng,0-1,,C89,,0,1
504766,Kalakukko op,Kuopio,1992,"Houtsonen, Pedri","Westerinen, Heikki MJ",1/2-1/2,2430,C89,,0,0
505260,Kuopio op,Kuopio,1992,"Kveinys, Aloyzas","Wegner, Hannu",1-0,2365,C89,2545,1,0
505766,Ladenburg MA,Ladenburg,1992,"Kettner, Juergen","Kountz, Jochen",0-1,,C89,,0,1
506227,Las Vegas op,Las Vegas,1992,"De Firmian, Nick E","Pruner, Earl",1-0,,C89,2570,1,0
506773,Leeuwarden op,Leeuwarden,1992,"Leuw, E.","Zonneveld, R.",0-1,,C89,,0,1
507138,Liechtenstein op,Liechtenstein,1992,"Kubala, Martin","Burtscher, Josef",1-0,,C89,,1,0
507774,Manila ol (Men),Manila,1992,"Anand, Viswanathan","Short, Nigel D",1/2-1/2,2685,C89,2670,0,0
508269,Manila ol (Women),Manila,1992,"Seet, C.","Knox, Angela",1/2-1/2,,C89,,0,0
508678,Mar del Plata op,Mar del Plata,1992,"Almonacid, M.","Ramis, Jorge",0-1,,C89,,0,1
509218,Mar del Plata op,Mar del Plata,1992,"Corsi Ferrari, Alejandro","Farah, Rodolfo",1-0,,C89,,1,0
509703,Moron opJ,Moron,1992,"Caputo, Juan","Iglesias, J.",1-0,,C89,,1,0
510068,New York Reshevsky,New York,1992,"Gurevich, Ilya","Benjamin, Joel",1/2-1/2,2570,C89,2510,0,0
510732,Norresundby op,Norresundby,1992,"Nohr, Finn","Tate, Alan",0-1,,C89,,0,1
512765,Oviedo rapid45,Oviedo,1992,"Calzetta, Monica","Gutierrez, Carlos",1/2-1/2,,C89,,0,0
513264,Pardubice op,Pardubice,1992,"Efler, Lukas","Efler, David",1/2-1/2,2330,C89,2290,0,0
513723,Pardubice op,Pardubice,1992,"Chura, Jan","Janahi, Khalid",0-1,,C89,2215,0,1
514226,Paris Immopar rapid,Paris,1992,"Anand, Viswanathan","Adams, Michael",1-0,2610,C89,2690,1,0
515540,World op,Philadelphia,1992,"Rios, Alejandro","Murphy, J.",1-0,,C89,2285,1,0
516221,CSR-ch,Prague,1992,"Mrva, Martin","Betko, Lubomir",1-0,,C89,2345,1,0
516902,CSR-ch,Prague,1992,"Dolezal, Martin","Betko, Lubomir",1-0,,C89,2275,1,0
517664,Protvino,Protvino,1992,"Bitman, Alexander R","Zakharov, Alexander V",0-1,2365,C89,2345,0,1
518330,Reggio Emilia9192,Reggio Emilia,1992,"Anand, Viswanathan","Khalifman, Alexander",1/2-1/2,2630,C89,2650,0,0
518874,EU-ch U10 Girls,Rimavska Sobota,1992,"Samborska, Marta","Decka, Eliska",1/2-1/2,,C89,,0,0
519367,ARG-ch U16,Saladillo,1992,"Santa Coloma, M.","Scarpa, Joaquin",0-1,,C89,,0,1
519827,San Fernando op,San Fernando,1992,"Ramis, Jorge","Farah, Rodolfo",1/2-1/2,,C89,,0,0
520593,Santa Fe op,Santa Fe,1992,"Morel, Oscar","Valdez, H.",1-0,,C89,,1,0
521249,Santa Fe op,Santa Fe,1992,"Servat, Roberto","Morel, Oscar",1-0,1960,C89,2395,1,0
521831,EU-ch U20,Sas van Gent,1992,"Henriksson, Christer","Sigfusson, Sigurdur",1/2-1/2,2295,C89,2355,0,0
522879,EU-ch U20,Sas van Gent,1992,"Brouwer, D.","Waters, Michael",1-0,,C89,,1,0
523707,Oberschwaben-chB,Schussenried,1992,"Pfeiffer, Herbert","Rothmund, J.",0-1,,C89,2280,0,1
525341,Alekhine op,Smolensk,1992,"Yagupov, Igor","Ginsburg, Gennadij",1/2-1/2,2395,C89,2400,0,0
526246,St Petersburg op,St Petersburg,1992,"Soloviov, Sergei",Shkurovich,1-0,,C89,2420,1,0
526797,Sydney op,Sydney,1992,Comp Novag Scorpio,"Schultzer, P.",1-0,,C89,,1,0
527426,Tampere-ch,Tampere,1992,"Peltola, Mikko","Pitkaranta, Tauno",1/2-1/2,,C89,,0,0
528165,Tilburg,Tilburg,1992,"Ivanchuk, Vassily","Kamsky, Gata",1-0,2655,C89,2720,1,0
528762,Tilburg,Tilburg,1992,"Smirin, Ilia","Adams, Michael",1/2-1/2,2610,C89,2555,0,0
529184,Tortosa op,Tortosa,1992,"Pamies, L.","Fernandez Muixi, Francesc",0-1,,C89,,0,1
529566,Uppsala op,Uppsala,1992,"Ernst, Thomas","Gramer, Kent",1-0,,C89,2570,1,0
530004,SWE-ch op,Vaxjo,1992,"Karlsson, Tomas","Akesson, Dan",1-0,,C89,,1,0
530645,NOR-chT,Vettre,1992,"Mork, Kjell Arne","Kristiansen, Erling",1/2-1/2,2295,C89,,0,0
531365,Villa Ballester op,Villa Ballester,1992,"Gimbatti, R.","Ramis, Jorge",0-1,,C89,,0,1
531877,Villa Ballester op,Villa Ballester,1992,"Gimbatti, R.","Maciel, J.",1-0,,C89,,1,0
532849,Villa Ballester op,Villa Ballester,1992,"Maciel, J.","Rubio, Sebastian",1-0,,C89,,1,0
533416,ARG-ch U14,Zarate,1992,"Sartor, A.","Dansker, German",1-0,,C89,,1,0
533921,DEN-chJ,Aarhus,1993,"Carlsson, Daniel","Pedersen, Daniel Vesterbaek",1/2-1/2,2225,C89,2080,0,0
534746,Aegina op,Aegina,1993,"Luther, Thomas","Pelevanis, A.",1-0,,C89,2465,1,0
535233,Amsterdam VSB,Amsterdam,1993,"Anand, Viswanathan","Short, Nigel D",1/2-1/2,2655,C89,2710,0,0
535999,AUT-chT2S 9293,AUT,1993,"Scheck, Rudolf","Muellneritsch, Anton",1-0,,C89,2195,1,0
536560,Bad Woerishofen op,Bad Woerishofen,1993,"Weigel, Herbert","Renner, Christoph",0-1,2385,C89,,0,1
537247,Barbera op,Barbera,1993,"Glimbrant, Torbjorn","Kolev, A.",1-0,,C89,2245,1,0
537935,JUG-chT2,Becici,1993,"Todorovic, Goran M","Pavlovic, Milos",1-0,2455,C89,2445,1,0
538781,Beijing op,Beijing,1993,Tong Yuanming,Peng Xiaomin,1-0,2445,C89,2355,1,0
539515,Benidorm op,Benidorm,1993,"Sion Castro, Marcelino","Sanz, J.",1/2-1/2,,C89,2385,0,0
540100,Bern op,Bern,1993,"Fejzullahu, Afrim","Blees, Albert",0-1,2405,C89,2290,0,1
540620,Wch U12 Girls,Bratislava,1993,"Morkunaite, Egle","Vykydalova, V.",1-0,,C89,,1,0
